Token,POS,IsNumeric,Label,DocID,PrevToken,NextToken
Amazon,NNP,False,B-EARNINGS,711,,missed
Intel,NNP,False,B-MERGER,252,,approved
for,DT,False,O,275,,
at,DT,False,O,154,,
completed,IN,False,I-MERGER,880,Google,its
the,IN,False,I-ACQUISITION,895,completed,acquisition
declined,IN,False,I-STOCK,441,shares,by
with,DT,False,O,382,,
Microsoft,NNP,False,I-ACQUISITION,24,acquire,
price,IN,False,I-STOCK,453,stock,fell
the,DT,False,O,241,,
Apple,NNP,False,B-MERGER,81,,announced
with,IN,False,I-MERGER,321,merger,Apple
showing,IN,False,I-EARNINGS,288,earnings,$2.4 billion
with,DT,False,O,82,,
at,DT,False,O,951,,
in,IN,False,I-MERGER,417,is,merger
the,IN,False,I-ACQUISITION,477,completed,acquisition
$450 million,CD,True,I-EARNINGS,208,with,
Microsoft,NNP,False,B-MERGER,853,,is
Tesla,NNP,False,B-ACQUISITION,375,,acquired
$2.4 billion,CD,True,I-STOCK,116,by,
Bank of America,NNP,False,B-STOCK,820,,shares
announced,VBD,False,I-ACQUISITION,161,JPMorgan,plans
$2.4 billion,CD,True,I-EARNINGS,23,by,
price,IN,False,I-STOCK,431,stock,increased
Goldman Sachs,NNP,False,B-ACQUISITION,407,,is
in,DT,False,O,948,,
in,DT,False,O,769,,
Goldman Sachs,NNP,False,I-MERGER,388,with,
or,DT,False,O,220,,
at,DT,False,O,917,,
on,DT,False,O,494,,
Q4,IN,False,I-EARNINGS,74,its,earnings
Google,NNP,False,B-EARNINGS,667,,missed
announced,VBD,False,I-MERGER,527,Goldman Sachs,a
completed,IN,False,I-ACQUISITION,692,IBM,the
earnings,IN,False,I-EARNINGS,631,missed,estimates
purchased,IN,False,I-ACQUISITION,721,successfully,Google
stock,IN,False,I-STOCK,621,Goldman Sachs,price
increased,IN,False,I-STOCK,110,price,by
Amazon,NNP,False,B-EARNINGS,652,,beat
to,IN,False,I-ACQUISITION,314,plans,acquire
with,IN,False,I-MERGER,698,merger,Citigroup
merger,IN,False,I-MERGER,828,in,talks
acquire,IN,False,I-ACQUISITION,220,to,Morgan Stanley
increased,IN,False,I-STOCK,468,price,by
on,DT,False,O,453,,
purchased,IN,False,I-ACQUISITION,136,successfully,Intel
a,IN,False,I-MERGER,609,announced,merger
Apple,NNP,False,B-EARNINGS,43,,beat
$5.2 billion,CD,True,I-STOCK,951,fell,
in,DT,False,O,654,,
PayPal,NNP,False,B-ACQUISITION,336,,is
on,DT,False,O,687,,
earnings,IN,False,I-EARNINGS,618,quarterly,of
$5.2 billion,CD,True,I-STOCK,619,by,
a,IN,False,I-MERGER,311,announced,merger
announced,VBD,False,I-ACQUISITION,561,Netflix,plans
stock,IN,False,I-STOCK,240,Tesla,price
completed,IN,False,I-MERGER,435,IBM,its
at,DT,False,O,747,,
announced,VBD,False,I-ACQUISITION,306,Apple,plans
merger,IN,False,I-MERGER,279,in,talks
at,DT,False,O,192,,
with,DT,False,O,855,,
Facebook,NNP,False,B-EARNINGS,418,,reported
with,DT,False,O,951,,
in,DT,False,O,591,,
for,DT,False,O,984,,
Goldman Sachs,NNP,False,I-MERGER,319,between,
at,DT,False,O,887,,
Netflix,NNP,False,B-MERGER,927,,approved
Oracle,NNP,False,B-STOCK,515,,stock
stock,IN,False,I-STOCK,623,Microsoft,price
and,DT,False,O,795,,
Apple,NNP,False,B-MERGER,174,,completed
talks,IN,False,I-ACQUISITION,194,in,to
shares,IN,False,I-STOCK,808,Morgan Stanley,dropped
by,DT,False,O,761,,
merger,IN,False,I-MERGER,433,a,with
the,IN,False,I-MERGER,853,approved,merger
acquired,VBD,False,I-ACQUISITION,571,Google,Citigroup
in,DT,False,O,600,,
approved,IN,False,I-MERGER,216,Tesla,the
of,IN,False,I-ACQUISITION,186,acquisition,Google
Apple,NNP,False,B-MERGER,143,,announced
the,IN,False,I-ACQUISITION,429,completed,acquisition
for,DT,False,O,681,,
Citigroup,NNP,False,B-EARNINGS,415,,missed
in,DT,False,O,712,,
price,IN,False,I-STOCK,364,stock,fell
Visa,NNP,False,I-ACQUISITION,311,of,
or,DT,False,O,87,,
approved,IN,False,I-MERGER,516,Apple,the
earnings,IN,False,I-EARNINGS,122,beat,expectations
$5.2 billion,CD,True,I-EARNINGS,340,of,
IBM,NNP,False,B-EARNINGS,733,,missed
and,DT,False,O,877,,
Microsoft,NNP,False,B-EARNINGS,501,,announced
Netflix,NNP,False,B-ACQUISITION,362,,acquired
by,DT,False,O,863,,
with,DT,False,O,875,,
ongoing,IN,False,I-MERGER,977,confirmed,merger
acquire,IN,False,I-ACQUISITION,928,to,PayPal
Adobe,NNP,False,B-MERGER,527,,confirmed
to,IN,False,I-ACQUISITION,630,plans,acquire
a,IN,False,I-MERGER,955,announced,merger
by,DT,False,O,270,,
$1.3 billion,CD,True,I-STOCK,890,by,
in,DT,False,O,38,,
Salesforce,NNP,False,B-MERGER,892,,announced
increased,IN,False,I-STOCK,999,price,by
the,DT,False,O,812,,
$15.7 billion,CD,True,I-EARNINGS,760,by,
merger,IN,False,I-MERGER,600,ongoing,negotiations
purchased,IN,False,I-ACQUISITION,816,successfully,Bank of America
earnings,IN,False,I-EARNINGS,996,Q4,showing
on,DT,False,O,535,,
acquire,IN,False,I-ACQUISITION,914,to,Bank of America
$15.7 billion,CD,True,I-EARNINGS,444,by,
$5.2 billion,CD,True,I-EARNINGS,872,showing,
by,DT,False,O,336,,
with,IN,False,I-MERGER,938,talks,Adobe
with,IN,False,I-MERGER,102,talks,PayPal
price,IN,False,I-STOCK,313,stock,increased
by,DT,False,O,778,,
estimates,IN,False,I-EARNINGS,457,earnings,by
announced,VBD,False,I-ACQUISITION,7,Facebook,plans
$5.2 billion,CD,True,I-STOCK,740,by,
expectations,IN,False,I-EARNINGS,778,earnings,with
stock,IN,False,I-STOCK,971,Netflix,price
Netflix,NNP,False,B-STOCK,427,,shares
completed,IN,False,I-ACQUISITION,456,Bank of America,the
earnings,IN,False,I-EARNINGS,144,missed,estimates
at,DT,False,O,217,,
Google,NNP,False,I-ACQUISITION,873,purchased,
with,DT,False,O,406,,
earnings,IN,False,I-EARNINGS,286,Q4,showing
expectations,IN,False,I-EARNINGS,800,earnings,with
and,DT,False,O,901,,
in,DT,False,O,432,,
for,DT,False,O,365,,
Goldman Sachs,NNP,False,B-EARNINGS,152,,missed
by,DT,False,O,927,,
with,DT,False,O,897,,
$15.7 billion,CD,True,I-STOCK,120,dropped,
the,DT,False,O,457,,
with,IN,False,I-EARNINGS,387,expectations,$980 million
surged,IN,False,I-STOCK,144,stock,$15.7 billion
by,DT,False,O,451,,
annual,IN,False,I-EARNINGS,206,announced,revenue
or,DT,False,O,174,,
declined,IN,False,I-STOCK,638,shares,by
on,DT,False,O,84,,
by,DT,False,O,561,,
on,DT,False,O,361,,
merger,IN,False,I-MERGER,377,in,talks
or,DT,False,O,105,,
for,DT,False,O,588,,
the,IN,False,I-MERGER,135,approved,merger
Amazon,NNP,False,B-EARNINGS,261,,beat
with,IN,False,I-MERGER,417,talks,Netflix
by,IN,False,I-STOCK,466,declined,$3.1 billion
with,IN,False,I-MERGER,292,talks,Microsoft
Goldman Sachs,NNP,False,I-MERGER,438,with,
$980 million,CD,True,I-STOCK,633,by,
with,DT,False,O,502,,
of,IN,False,I-EARNINGS,169,revenue,$15.7 billion
Morgan Stanley,NNP,False,I-ACQUISITION,41,acquire,
estimates,IN,False,I-EARNINGS,316,earnings,by
on,DT,False,O,833,,
Bank of America,NNP,False,I-ACQUISITION,327,purchased,
or,DT,False,O,749,,
in,IN,False,I-MERGER,154,is,merger
by,DT,False,O,960,,
with,DT,False,O,652,,
Bank of America,NNP,False,I-ACQUISITION,685,purchased,
at,DT,False,O,392,,
$450 million,CD,True,I-STOCK,188,by,
or,DT,False,O,951,,
with,IN,False,I-EARNINGS,261,expectations,$5.2 billion
announced,VBD,False,I-ACQUISITION,911,Netflix,plans
acquire,IN,False,I-ACQUISITION,850,to,Oracle
by,DT,False,O,31,,
declined,IN,False,I-STOCK,948,shares,by
and,DT,False,O,692,,
in,DT,False,O,966,,
earnings,IN,False,I-EARNINGS,19,quarterly,of
at,DT,False,O,497,,
with,DT,False,O,587,,
between,IN,False,I-MERGER,200,merger,Apple
is,IN,False,I-MERGER,742,Tesla,in
Morgan Stanley,NNP,False,B-STOCK,748,,stock
the,DT,False,O,920,,
acquisition,IN,False,I-ACQUISITION,895,the,of
earnings,IN,False,I-EARNINGS,698,missed,estimates
Morgan Stanley,NNP,False,I-ACQUISITION,945,of,
ongoing,IN,False,I-MERGER,600,confirmed,merger
Adobe,NNP,False,I-ACQUISITION,701,purchased,
ongoing,IN,False,I-MERGER,390,confirmed,merger
stock,IN,False,I-STOCK,660,Visa,surged
with,DT,False,O,166,,
beat,IN,False,I-EARNINGS,533,Goldman Sachs,earnings
by,DT,False,O,642,,
by,DT,False,O,789,,
Tesla,NNP,False,I-MERGER,304,with,
Adobe,NNP,False,I-MERGER,230,with,
plans,IN,False,I-ACQUISITION,129,announced,to
$15.7 billion,CD,True,I-STOCK,72,fell,
and,DT,False,O,144,,
by,DT,False,O,54,,
acquisition,IN,False,I-ACQUISITION,492,the,of
dropped,IN,False,I-STOCK,13,shares,$450 million
with,IN,False,I-MERGER,612,merger,Intel
shares,IN,False,I-STOCK,76,Salesforce,declined
$1.3 billion,CD,True,I-EARNINGS,153,with,
and,DT,False,O,800,,
in,DT,False,O,452,,
plans,IN,False,I-ACQUISITION,925,announced,to
the,DT,False,O,115,,
released,IN,False,I-EARNINGS,851,Microsoft,its
on,DT,False,O,984,,
IBM,NNP,False,B-ACQUISITION,288,,acquired
price,IN,False,I-STOCK,262,stock,fell
with,DT,False,O,306,,
talks,IN,False,I-ACQUISITION,387,in,to
on,DT,False,O,977,,
JPMorgan,NNP,False,B-STOCK,982,,stock
quarterly,IN,False,I-EARNINGS,710,reported,earnings
stock,IN,False,I-STOCK,831,Amazon,price
Google,NNP,False,I-ACQUISITION,98,acquire,
showing,IN,False,I-EARNINGS,589,earnings,$450 million
showing,IN,False,I-EARNINGS,519,earnings,$2.4 billion
acquire,IN,False,I-ACQUISITION,945,to,Tesla
Amazon,NNP,False,B-MERGER,925,,is
earnings,IN,False,I-EARNINGS,660,beat,expectations
at,DT,False,O,300,,
confirmed,IN,False,I-MERGER,916,JPMorgan,ongoing
acquired,VBD,False,I-ACQUISITION,68,Oracle,Adobe
completed,IN,False,I-MERGER,30,IBM,its
at,DT,False,O,324,,
dropped,IN,False,I-STOCK,176,shares,$5.2 billion
PayPal,NNP,False,B-ACQUISITION,988,,announced
the,DT,False,O,746,,
price,IN,False,I-STOCK,788,stock,increased
Oracle,NNP,False,B-ACQUISITION,82,,successfully
quarterly,IN,False,I-EARNINGS,487,reported,earnings
by,DT,False,O,862,,
on,DT,False,O,415,,
missed,IN,False,I-EARNINGS,120,Citigroup,earnings
the,IN,False,I-ACQUISITION,196,completed,acquisition
talks,IN,False,I-ACQUISITION,774,in,to
$980 million,CD,True,I-STOCK,969,surged,
the,DT,False,O,36,,
completed,IN,False,I-MERGER,430,PayPal,its
Google,NNP,False,B-STOCK,371,,shares
$450 million,CD,True,I-EARNINGS,471,showing,
declined,IN,False,I-STOCK,231,shares,by
Oracle,NNP,False,B-STOCK,777,,stock
at,DT,False,O,672,,
announced,VBD,False,I-MERGER,964,Visa,a
for,DT,False,O,949,,
with,IN,False,I-MERGER,147,negotiations,Intel
Tesla,NNP,False,B-EARNINGS,481,,missed
plans,IN,False,I-ACQUISITION,925,announced,to
$750 million,CD,True,I-EARNINGS,470,with,
in,IN,False,I-MERGER,413,is,merger
announced,VBD,False,I-MERGER,218,Bank of America,a
or,DT,False,O,867,,
or,DT,False,O,738,,
by,IN,False,I-STOCK,802,increased,$15.7 billion
acquired,VBD,False,I-ACQUISITION,701,Goldman Sachs,Tesla
merger,IN,False,I-MERGER,448,in,talks
the,DT,False,O,63,,
IBM,NNP,False,B-MERGER,120,,announced
declined,IN,False,I-STOCK,437,shares,by
merger,IN,False,I-MERGER,287,in,talks
acquired,VBD,False,I-ACQUISITION,252,Morgan Stanley,JPMorgan
Citigroup,NNP,False,I-MERGER,918,with,
acquired,VBD,False,I-ACQUISITION,691,Adobe,Goldman Sachs
earnings,IN,False,I-EARNINGS,108,missed,estimates
with,DT,False,O,821,,
beat,IN,False,I-EARNINGS,623,Netflix,earnings
with,DT,False,O,934,,
in,IN,False,I-ACQUISITION,301,is,talks
increased,IN,False,I-STOCK,495,price,by
of,IN,False,I-ACQUISITION,930,acquisition,Bank of America
announced,VBD,False,I-EARNINGS,318,PayPal,annual
fell,IN,False,I-STOCK,524,price,$750 million
the,DT,False,O,137,,
Facebook,NNP,False,B-EARNINGS,556,,missed
Adobe,NNP,False,B-ACQUISITION,97,,successfully
is,IN,False,I-MERGER,308,Google,in
on,DT,False,O,769,,
with,IN,False,I-MERGER,474,merger,Microsoft
Visa,NNP,False,B-STOCK,923,,stock
the,DT,False,O,630,,
$1.3 billion,CD,True,I-STOCK,306,fell,
with,DT,False,O,574,,
and,DT,False,O,615,,
or,DT,False,O,365,,
missed,IN,False,I-EARNINGS,763,Citigroup,earnings
negotiations,IN,False,I-MERGER,322,merger,with
approved,IN,False,I-MERGER,192,Intel,the
expectations,IN,False,I-EARNINGS,344,earnings,with
with,DT,False,O,909,,
$980 million,CD,True,I-STOCK,819,dropped,
annual,IN,False,I-EARNINGS,320,announced,revenue
and,DT,False,O,494,,
completed,IN,False,I-ACQUISITION,800,Morgan Stanley,the
plans,IN,False,I-ACQUISITION,864,announced,to
Apple,NNP,False,B-EARNINGS,391,,beat
the,DT,False,O,697,,
PayPal,NNP,False,I-MERGER,813,with,
Goldman Sachs,NNP,False,B-STOCK,902,,shares
Adobe,NNP,False,B-ACQUISITION,896,,completed
reported,VBD,False,I-EARNINGS,962,Tesla,quarterly
IBM,NNP,False,B-ACQUISITION,835,,is
for,DT,False,O,429,,
with,IN,False,I-MERGER,995,merger,PayPal
completed,IN,False,I-ACQUISITION,74,Netflix,the
$1.3 billion,CD,True,I-STOCK,848,by,
and,DT,False,O,411,,
quarterly,IN,False,I-EARNINGS,282,reported,earnings
$5.2 billion,CD,True,I-EARNINGS,971,of,
$5.2 billion,CD,True,I-STOCK,842,by,
Microsoft,NNP,False,B-STOCK,93,,stock
Visa,NNP,False,B-STOCK,503,,stock
price,IN,False,I-STOCK,741,stock,fell
Tesla,NNP,False,B-MERGER,447,,approved
quarterly,IN,False,I-EARNINGS,959,reported,earnings
on,DT,False,O,946,,
shares,IN,False,I-STOCK,872,PayPal,dropped
merger,IN,False,I-MERGER,554,ongoing,negotiations
acquisition,IN,False,I-ACQUISITION,13,the,of
Amazon,NNP,False,I-MERGER,978,with,
on,DT,False,O,644,,
Facebook,NNP,False,B-ACQUISITION,706,,announced
of,IN,False,I-ACQUISITION,660,acquisition,Amazon
earnings,IN,False,I-EARNINGS,541,quarterly,of
price,IN,False,I-STOCK,831,stock,increased
expectations,IN,False,I-EARNINGS,897,earnings,with
at,DT,False,O,268,,
Visa,NNP,False,B-ACQUISITION,812,,is
Apple,NNP,False,B-EARNINGS,539,,beat
JPMorgan,NNP,False,B-STOCK,600,,stock
fell,IN,False,I-STOCK,901,price,$750 million
by,DT,False,O,984,,
approved,IN,False,I-MERGER,260,Intel,the
or,DT,False,O,795,,
beat,IN,False,I-EARNINGS,549,PayPal,earnings
beat,IN,False,I-EARNINGS,122,IBM,earnings
earnings,IN,False,I-EARNINGS,394,missed,estimates
at,DT,False,O,47,,
Salesforce,NNP,False,B-MERGER,266,,approved
$3.1 billion,CD,True,I-EARNINGS,484,with,
merger,IN,False,I-MERGER,263,in,talks
or,DT,False,O,513,,
on,DT,False,O,805,,
of,IN,False,I-EARNINGS,954,earnings,$2.4 billion
and,DT,False,O,644,,
Apple,NNP,False,I-MERGER,347,with,
merger,IN,False,I-MERGER,360,in,talks
by,DT,False,O,386,,
$3.1 billion,CD,True,I-STOCK,423,surged,
in,DT,False,O,190,,
announced,VBD,False,I-EARNINGS,425,IBM,annual
earnings,IN,False,I-EARNINGS,16,quarterly,of
$2.4 billion,CD,True,I-EARNINGS,837,of,
and,DT,False,O,170,,
confirmed,IN,False,I-MERGER,367,PayPal,ongoing
with,IN,False,I-MERGER,65,merger,JPMorgan
earnings,IN,False,I-EARNINGS,558,missed,estimates
confirmed,IN,False,I-MERGER,321,Intel,ongoing
stock,IN,False,I-STOCK,215,Citigroup,price
merger,IN,False,I-MERGER,294,the,between
Goldman Sachs,NNP,False,I-ACQUISITION,156,purchased,
in,IN,False,I-MERGER,377,is,merger
price,IN,False,I-STOCK,847,stock,increased
with,DT,False,O,138,,
with,IN,False,I-MERGER,485,talks,Morgan Stanley
the,DT,False,O,910,,
by,DT,False,O,747,,
or,DT,False,O,644,,
with,DT,False,O,309,,
its,IN,False,I-MERGER,45,completed,merger
with,IN,False,I-EARNINGS,410,expectations,$750 million
missed,IN,False,I-EARNINGS,591,JPMorgan,earnings
earnings,IN,False,I-EARNINGS,364,quarterly,of
the,DT,False,O,674,,
or,DT,False,O,177,,
the,DT,False,O,509,,
JPMorgan,NNP,False,B-MERGER,183,,approved
the,IN,False,I-ACQUISITION,567,completed,acquisition
talks,IN,False,I-ACQUISITION,964,in,to
declined,IN,False,I-STOCK,943,shares,by
by,DT,False,O,558,,
shares,IN,False,I-STOCK,493,JPMorgan,dropped
on,DT,False,O,212,,
$2.4 billion,CD,True,I-EARNINGS,288,showing,
Apple,NNP,False,I-MERGER,570,with,
price,IN,False,I-STOCK,502,stock,increased
and,DT,False,O,376,,
the,IN,False,I-ACQUISITION,703,completed,acquisition
Salesforce,NNP,False,I-ACQUISITION,625,purchased,
with,IN,False,I-MERGER,619,merger,Goldman Sachs
showing,IN,False,I-EARNINGS,120,earnings,$450 million
talks,IN,False,I-MERGER,95,merger,with
negotiations,IN,False,I-MERGER,932,merger,with
merger,IN,False,I-MERGER,228,a,with
is,IN,False,I-ACQUISITION,762,Microsoft,in
announced,VBD,False,I-ACQUISITION,323,Oracle,plans
by,DT,False,O,454,,
with,IN,False,I-MERGER,589,negotiations,Oracle
quarterly,IN,False,I-EARNINGS,89,reported,earnings
between,IN,False,I-MERGER,919,merger,Amazon
in,DT,False,O,692,,
$980 million,CD,True,I-EARNINGS,780,showing,
with,DT,False,O,653,,
or,DT,False,O,976,,
Oracle,NNP,False,I-ACQUISITION,39,acquired,
Bank of America,NNP,False,I-ACQUISITION,595,purchased,
by,DT,False,O,210,,
Salesforce,NNP,False,I-MERGER,169,with,
or,DT,False,O,34,,
for,DT,False,O,872,,
plans,IN,False,I-ACQUISITION,879,announced,to
talks,IN,False,I-MERGER,999,merger,with
Netflix,NNP,False,I-MERGER,308,with,
Google,NNP,False,B-STOCK,421,,shares
with,DT,False,O,921,,
acquire,IN,False,I-ACQUISITION,10,to,Microsoft
the,DT,False,O,650,,
by,DT,False,O,964,,
the,DT,False,O,995,,
Goldman Sachs,NNP,False,B-MERGER,527,,announced
Goldman Sachs,NNP,False,B-ACQUISITION,184,,acquired
in,DT,False,O,128,,
$980 million,CD,True,I-EARNINGS,318,of,
Goldman Sachs,NNP,False,I-ACQUISITION,646,of,
by,IN,False,I-STOCK,798,increased,$750 million
Bank of America,NNP,False,B-ACQUISITION,632,,successfully
the,IN,False,I-ACQUISITION,300,completed,acquisition
or,DT,False,O,963,,
Goldman Sachs,NNP,False,B-MERGER,232,,completed
merger,IN,False,I-MERGER,158,a,with
announced,VBD,False,I-ACQUISITION,630,Visa,plans
JPMorgan,NNP,False,I-ACQUISITION,250,of,
completed,IN,False,I-MERGER,89,Salesforce,its
Goldman Sachs,NNP,False,B-EARNINGS,557,,released
and,DT,False,O,174,,
acquisition,IN,False,I-ACQUISITION,168,the,of
announced,VBD,False,I-EARNINGS,685,Morgan Stanley,annual
Salesforce,NNP,False,B-EARNINGS,538,,released
by,IN,False,I-STOCK,377,declined,$750 million
on,DT,False,O,200,,
or,DT,False,O,538,,
quarterly,IN,False,I-EARNINGS,868,reported,earnings
in,DT,False,O,750,,
Apple,NNP,False,B-EARNINGS,483,,reported
in,DT,False,O,732,,
confirmed,IN,False,I-MERGER,265,Oracle,ongoing
$2.4 billion,CD,True,I-STOCK,521,fell,
$450 million,CD,True,I-EARNINGS,254,of,
stock,IN,False,I-STOCK,977,Microsoft,price
fell,IN,False,I-STOCK,146,price,$450 million
JPMorgan,NNP,False,B-MERGER,953,,approved
Citigroup,NNP,False,I-MERGER,654,with,
$980 million,CD,True,I-EARNINGS,507,of,
talks,IN,False,I-ACQUISITION,785,in,to
stock,IN,False,I-STOCK,16,Citigroup,price
announced,VBD,False,I-MERGER,631,Intel,a
missed,IN,False,I-EARNINGS,949,PayPal,earnings
beat,IN,False,I-EARNINGS,371,Citigroup,earnings
IBM,NNP,False,I-MERGER,5,with,
on,DT,False,O,92,,
or,DT,False,O,229,,
at,DT,False,O,202,,
by,DT,False,O,805,,
by,DT,False,O,924,,
the,DT,False,O,188,,
on,DT,False,O,459,,
released,IN,False,I-EARNINGS,545,JPMorgan,its
announced,VBD,False,I-EARNINGS,530,IBM,annual
by,DT,False,O,588,,
by,IN,False,I-EARNINGS,674,estimates,$3.1 billion
on,DT,False,O,72,,
of,IN,False,I-ACQUISITION,906,acquisition,Citigroup
Bank of America,NNP,False,I-ACQUISITION,877,of,
$980 million,CD,True,I-EARNINGS,385,showing,
Salesforce,NNP,False,I-MERGER,710,with,
earnings,IN,False,I-EARNINGS,49,quarterly,of
with,DT,False,O,420,,
the,DT,False,O,266,,
for,DT,False,O,378,,
the,DT,False,O,115,,
with,IN,False,I-MERGER,869,merger,Salesforce
with,DT,False,O,480,,
in,IN,False,I-MERGER,175,is,merger
in,DT,False,O,915,,
earnings,IN,False,I-EARNINGS,471,Q4,showing
or,DT,False,O,414,,
by,IN,False,I-STOCK,313,increased,$2.4 billion
in,IN,False,I-MERGER,929,is,merger
Tesla,NNP,False,B-MERGER,370,,announced
increased,IN,False,I-STOCK,772,price,by
at,DT,False,O,720,,
$980 million,CD,True,I-EARNINGS,535,showing,
the,DT,False,O,217,,
on,DT,False,O,239,,
$980 million,CD,True,I-EARNINGS,581,of,
by,DT,False,O,973,,
Oracle,NNP,False,B-STOCK,364,,stock
revenue,IN,False,I-EARNINGS,49,annual,of
merger,IN,False,I-MERGER,131,the,between
with,DT,False,O,213,,
annual,IN,False,I-EARNINGS,685,announced,revenue
with,IN,False,I-MERGER,640,talks,Google
Microsoft,NNP,False,I-ACQUISITION,264,acquire,
in,IN,False,I-MERGER,853,is,merger
on,DT,False,O,681,,
Intel,NNP,False,B-ACQUISITION,81,,announced
in,DT,False,O,7,,
Q4,IN,False,I-EARNINGS,626,its,earnings
by,IN,False,I-EARNINGS,198,estimates,$3.1 billion
Q4,IN,False,I-EARNINGS,808,its,earnings
Morgan Stanley,NNP,False,B-STOCK,546,,shares
the,DT,False,O,181,,
Citigroup,NNP,False,I-ACQUISITION,523,acquire,
or,DT,False,O,485,,
earnings,IN,False,I-EARNINGS,881,Q4,showing
or,DT,False,O,171,,
for,DT,False,O,965,,
negotiations,IN,False,I-MERGER,156,merger,with
Google,NNP,False,B-STOCK,163,,stock
with,DT,False,O,526,,
$750 million,CD,True,I-EARNINGS,374,of,
Citigroup,NNP,False,I-ACQUISITION,817,acquire,
by,DT,False,O,482,,
with,IN,False,I-MERGER,322,negotiations,Tesla
Q4,IN,False,I-EARNINGS,629,its,earnings
or,DT,False,O,960,,
of,IN,False,I-ACQUISITION,887,acquisition,Amazon
Visa,NNP,False,B-ACQUISITION,765,,successfully
shares,IN,False,I-STOCK,539,Citigroup,dropped
$750 million,CD,True,I-STOCK,479,fell,
at,DT,False,O,175,,
announced,VBD,False,I-ACQUISITION,314,Bank of America,plans
in,DT,False,O,863,,
is,IN,False,I-ACQUISITION,927,Goldman Sachs,in
$15.7 billion,CD,True,I-STOCK,765,dropped,
